FID,FID_,Species,Name,Width,Length,Height,Transect,QN,QL,X,Y,Notes,sp_simp,Type,easting,northing,ID,MapID
686,211,yuc.sch, ,290,264,297,5,6,L,0,0, ,yuc.sch,yucca,622557.449999999953434,3849160.899999999906868,206,0
687,212,amb.sal, ,89,91,66,5,6,L,0,0, ,amb.sal,shrub,622558.199999999953434,3849159.950000000186265,207,0
688,213,u3, ,47,33,29,5,6,L,0,0, ,u3,shrub,622558.500000000000000,3849159.100000000093132,208,0
689,214,u3, ,47,33,38,5,6,L,0,0, ,u3,shrub,622557.900000000023283,3849158.649999999906868,209,0
690,215,u3, ,76,45,38,5,6,L,0,0, ,u3,shrub,622555.050000000046566,3849161.399999999906868,210,0
691,216,u3, ,50,30,47,5,6,L,0,0, ,u3,shrub,622555.800000000046566,3849161.399999999906868,211,0
692,217,u3, ,49,64,54,5,6,L,0,0, ,u3,shrub,622556.150000000023283,3849162.000000000000000,212,0
693,218,u3, ,54,32,40,5,6,L,0,0, ,u3,shrub,622555.449999999953434,3849160.649999999906868,213,0
694,219,u3, ,14,13,31,5,6,L,0,0, ,u3,shrub,622555.500000000000000,3849159.750000000000000,214,0
695,220,men.spi, ,71,57,49,5,6,L,0,0, ,men.spi,shrub,622554.949999999953434,3849159.899999999906868,215,0
696,221,tha.mon, ,46,47,35,5,6,L,0,0, ,tha.mon,shrub,622556.349999999976717,3849156.850000000093132,216,0
697,222,u3, ,75,55,45,5,6,L,0,0, ,u3,shrub,622556.050000000046566,3849157.100000000093132,217,0
698,223,cyl.ech, ,28,27,35,5,6,L,0,0, ,cyl.ech,cactus,622555.550000000046566,3849158.700000000186265,218,0
699,224,amb.sal, ,62,51,40,5,6,L,0,0, ,amb.sal,shrub,622554.699999999953434,3849157.700000000186265,219,0
700,225,tha.mon, ,79,106,44,5,5,R,0,0, ,tha.mon,shrub,622541.500000000000000,3849168.200000000186265,220,0
701,226,u3, ,55,58,46,5,5,R,0,0, ,u3,shrub,622542.599999999976717,3849166.750000000000000,221,0
702,227,u3, ,55,47,28,5,5,R,0,0, ,u3,shrub,622542.300000000046566,3849169.000000000000000,222,0
703,228,ephedra, ,117,107,55,5,5,R,0,0, ,ephedra,shrub,622542.400000000023283,3849171.049999999813735,223,0
704,229,amb.dum, ,75,81,49,5,5,R,0,0, ,amb.dum,shrub,622544.349999999976717,3849170.750000000000000,224,0
705,230,ephedra, ,144,105,70,5,5,R,0,0, ,ephedra,shrub,622545.400000000023283,3849171.850000000093132,225,0
706,231,u3, ,65,45,56,5,5,R,0,0, ,u3,shrub,622544.900000000023283,3849172.700000000186265,226,0
707,232,cyl.ram, ,120,92,100,5,5,R,0,0, ,cyl.ram,cactus,622544.900000000023283,3849174.000000000000000,227,0
708,233,eri.coo, ,43,54,35,5,5,R,0,0, ,eri.coo,shrub,622540.400000000023283,3849171.700000000186265,228,0
709,234,amb.sal, ,85,96,80,5,5,R,0,0, ,amb.sal,shrub,622542.550000000046566,3849172.450000000186265,229,0
710,235,lar.tri, ,413,290,246,5,5,R,0,0, ,lar.tri,shrub,622540.650000000023283,3849175.100000000093132,230,0
711,236,ephedra, ,82,66,61,5,5,R,0,0, ,ephedra,shrub,622542.849999999976717,3849175.100000000093132,231,0
712,237,ephedra, ,74,45,58,5,5,R,0,0, ,ephedra,shrub,622542.949999999953434,3849175.700000000186265,232,0
713,238,cyl.ech, ,47,37,47,5,5,R,0,0, ,cyl.ech,cactus,622548.000000000000000,3849170.200000000186265,233,0
714,239,ephedra, ,136,115,56,5,5,R,0,0, ,ephedra,shrub,622548.849999999976717,3849170.399999999906868,234,0
715,240,lar.tri, ,183,132,122,5,5,R,0,0, ,lar.tri,shrub,622548.449999999953434,3849167.299999999813735,0,0
716,241,u3, ,98,62,55,5,5,R,0,0,under larrea,u3,shrub,622548.599999999976717,3849167.149999999906868,235,0
717,242,tha.mon, ,79,65,46,5,5,L,0,0, ,tha.mon,shrub,622555.050000000046566,3849166.899999999906868,236,0
718,243,u3, ,31,32,33,5,5,L,0,0, ,u3,shrub,622554.750000000000000,3849167.200000000186265,237,0
719,244,ephedra, ,77,62,53,5,5,L,0,0, ,ephedra,shrub,622554.199999999953434,3849168.200000000186265,238,0
720,245,cyl.ech, ,30,19,30,5,5,L,0,0, ,cyl.ech,cactus,622553.699999999953434,3849169.149999999906868,239,0
721,246,u3, ,48,47,46,5,5,L,0,0, ,u3,shrub,622553.400000000023283,3849167.149999999906868,240,0
722,247,u3, ,31,26,35,5,5,L,0,0, ,u3,shrub,622552.650000000023283,3849167.000000000000000,241,0
723,248,u3, ,38,40,42,5,5,L,0,0, ,u3,shrub,622553.000000000000000,3849169.750000000000000,242,0
724,0,u3, ,47,43,42,0,0, ,0,0, ,u4,shrub,622552.550000000046566,3849169.750000000000000,0,0
725,249,men.spi, ,56,31,31,5,5,L,0,0, ,men.spi,shrub,622552.900000000023283,3849168.799999999813735,243,0
726,250,u3, ,45,52,45,5,5,L,0,0, ,u3,shrub,622552.250000000000000,3849168.200000000186265,244,0
727,251,ephedra, ,77,59,62,5,5,L,0,0, ,ephedra,shrub,622550.900000000023283,3849167.049999999813735,245,0
728,252,u3, ,57,51,41,5,5,L,0,0, ,u3,shrub,622550.900000000023283,3849167.299999999813735,246,0
729,253,u3, ,55,36,53,5,5,L,0,0, ,u3,shrub,622549.750000000000000,3849168.299999999813735,247,0
730,254,ephedra, ,106,82,60,5,5,L,0,0, ,ephedra,shrub,622551.449999999953434,3849168.899999999906868,248,0
731,255,lar.tri, ,438,520,258,5,5,L,0,0, ,lar.tri,shrub,622550.849999999976717,3849170.799999999813735,0,0
732,0,u3, ,24,13,30,0,0, ,0,0, ,u3,shrub,622551.599999999976717,3849170.500000000000000,0,0
733,256,u3, ,49,60,45,5,5,L,0,0, ,u3,shrub,622549.900000000023283,3849172.299999999813735,249,0
734,257,u3, ,53,40,50,5,5,L,0,0, ,u3,shrub,622550.900000000023283,3849171.850000000093132,250,0
735,258,ephedra, ,50,73,48,5,5,L,0,0, ,ephedra,shrub,622552.099999999976717,3849173.100000000093132,251,0
736,259,u3, ,60,50,29,5,5,L,0,0, ,u3,shrub,622552.949999999953434,3849171.899999999906868,252,0
737,260,u3, ,60,62,43,5,5,L,0,0, ,u3,shrub,622553.650000000023283,3849172.200000000186265,253,0
738,261,men.spi, ,62,35,30,5,5,L,0,0, ,men.spi,shrub,622551.199999999953434,3849171.549999999813735,254,0
739,262,ephedra, ,124,88,57,5,5,L,0,0, ,ephedra,shrub,622550.650000000023283,3849176.200000000186265,255,0
740,263,u3, ,47,51,56,5,5,L,0,0, ,u3,shrub,622551.500000000000000,3849175.850000000093132,256,0
741,264,amb.sal, ,51,30,59,5,5,L,0,0, ,amb.sal,shrub,622551.900000000023283,3849176.500000000000000,257,0
742,265,u3, ,51,30,59,5,5,L,0,0, ,u3,shrub,622552.050000000046566,3849176.500000000000000,258,0
743,266,u3, ,28,24,30,5,5,L,0,0, ,u3,shrub,622552.800000000046566,3849175.899999999906868,259,0
744,267,PG, ,109,71,75,5,5,L,0,0, ,PG,shrub,622554.400000000023283,3849175.200000000186265,260,0
745,268,yuc.sch, ,258,212,240,5,5,L,0,0, ,yuc.sch,yucca,622555.849999999976717,3849174.200000000186265,261,0
746,269,u3, ,45,40,40,5,5,L,0,0, ,u3,shrub,622556.800000000046566,3849176.399999999906868,262,0
747,270,men.spi, ,86,90,46,5,5,L,0,0, ,men.spi,shrub,622557.199999999953434,3849174.600000000093132,263,0
748,271,u3, ,66,68,50,5,5,L,0,0, ,u3,shrub,622558.050000000046566,3849174.700000000186265,264,0
749,272,ephedra, ,104,60,50,5,5,L,0,0, ,ephedra,shrub,622559.099999999976717,3849175.850000000093132,265,0
750,273,dense.u3, ,36,30,28,5,5,L,0,0, ,dense.u3,shrub,622559.250000000000000,3849175.399999999906868,266,0
751,274,ephedra, ,112,70,60,5,5,L,0,0, ,ephedra,shrub,622556.449999999953434,3849173.200000000186265,267,0
752,275,?, ,8,8,6,5,5,L,0,0, ,noID,shrub,622558.849999999976717,3849171.649999999906868,268,0
753,276,ephedra, ,107,92,60,5,5,L,0,0, ,ephedra,shrub,622556.750000000000000,3849171.450000000186265,269,0
754,277,ephedra, ,112,60,56,5,5,L,0,0, ,ephedra,shrub,622557.449999999953434,3849170.799999999813735,270,0
755,278,amb.sal, ,47,38,44,5,5,L,0,0, ,amb.sal,shrub,622556.650000000023283,3849170.549999999813735,271,0
756,279,cyl.ram, ,103,89,85,5,5,L,0,0, ,cyl.ram,cactus,622559.150000000023283,3849170.450000000186265,272,0
757,280,tha.mon, ,80,70,40,5,5,L,0,0, ,tha.mon,shrub,622559.199999999953434,3849168.450000000186265,273,0
758,281,u3, ,36,35,42,5,5,L,0,0, ,u3,shrub,622559.150000000023283,3849167.899999999906868,274,0
759,282,amb.sal, ,136,77,58,5,5,L,0,0, ,amb.sal,shrub,622558.550000000046566,3849167.450000000186265,275,0
760,283,u3, ,36,25,39,5,5,L,0,0, ,u3,shrub,622557.750000000000000,3849168.450000000186265,276,0
761,284,u3, ,26,35,23,5,5,L,0,0, ,u3,shrub,622558.099999999976717,3849167.000000000000000,277,0
762,285,tha.mon, ,36,31,24,5,5,L,0,0, ,tha.mon,shrub,622556.800000000046566,3849168.799999999813735,278,0
763,286,u3, ,85,57,44,5,5,L,0,0, ,u3,shrub,622556.800000000046566,3849167.700000000186265,279,0
764,287,ephedra, ,109,100,58,5,5,L,0,0, ,ephedra,shrub,622556.250000000000000,3849170.149999999906868,280,0
765,288,lar.tri, ,330,266,176,5,4,R,0,0, ,lar.tri,shrub,622543.250000000000000,3849179.200000000186265,281,0
766,289,u3, ,8,35,47,5,4,R,0,0,rooted in same place,u3,shrub,622541.449999999953434,3849179.049999999813735,282,0
767,290,cyl.ram, ,47,41,75,5,4,R,0,0,rooted in same place,cyl.ram,cactus,622541.449999999953434,3849179.049999999813735,283,0
768,291,ephedra, ,96,89,45,5,4,R,0,0, ,ephedra,shrub,622539.900000000023283,3849179.100000000093132,284,0
769,292,u3, ,48,38,36,5,4,R,0,0, ,u3,shrub,622541.150000000023283,3849180.600000000093132,285,0
770,293,u3, ,30,40,33,5,4,R,0,0, ,u3,shrub,622540.900000000023283,3849183.200000000186265,286,0
771,295,ephedra, ,85,80,57,5,4,R,0,0, ,ephedra,shrub,622541.650000000023283,3849185.950000000186265,288,0
772,296,men.spi, ,140,84,40,5,4,R,0,0, ,men.spi,shrub,622543.150000000023283,3849185.750000000000000,289,0
773,298,u3, ,35,32,30,5,4,R,0,0, ,u3,shrub,622545.050000000046566,3849185.399999999906868,291,0
774,299,u3, ,30,40,32,5,4,R,0,0, ,u3,shrub,622545.250000000000000,3849184.850000000093132,292,0
775,300,u3, ,46,24,36,5,4,R,0,0, ,u3,shrub,622546.300000000046566,3849185.149999999906868,293,0
776,301,lar.tri, ,273,215,211,5,4,R,0,0, ,lar.tri,shrub,622546.250000000000000,3849184.000000000000000,0,0
777,302,men.spi, ,40,36,18,5,4,R,0,0, ,men.spi,shrub,622548.050000000046566,3849185.350000000093132,294,0
778,303,u3, ,64,55,35,5,4,R,0,0, ,u3,shrub,622548.150000000023283,3849184.399999999906868,295,0
779,304,u3, ,45,34,52,5,4,R,0,0, ,u3,shrub,622547.849999999976717,3849182.649999999906868,296,0
780,305,cyl.ram, ,46,46,65,5,4,R,0,0, ,cyl.ram,cactus,622547.949999999953434,3849182.649999999906868,297,0
781,306,u3, ,37,26,28,5,4,R,0,0, ,u3,shrub,622548.449999999953434,3849182.350000000093132,298,0
782,307,lar.tri, ,492,506,235,5,4,R,0,0, ,lar.tri,shrub,622547.500000000000000,3849177.750000000000000,0,0
783,308,u3, ,62,50,40,5,4,R,0,0, ,u3,shrub,622544.849999999976717,3849177.700000000186265,299,0
784,309,u3, ,79,62,42,5,4,R,0,0, ,u3,shrub,622545.050000000046566,3849178.950000000186265,300,0
785,310,ephedra, ,122,98,50,5,4,L,0,0, ,ephedra,shrub,622551.199999999953434,3849179.350000000093132,301,0
786,311,amb.sal, ,124,115,49,5,4,L,0,0, ,amb.sal,shrub,622552.949999999953434,3849177.600000000093132,302,0
787,312,u3, ,84,47,37,5,4,L,0,0, ,u3,shrub,622553.699999999953434,3849178.350000000093132,303,0
788,313,u3, ,64,57,46,5,4,L,0,0, ,u3,shrub,622552.699999999953434,3849179.700000000186265,304,0
789,314,u3, ,56,42,44,5,4,L,0,0, ,u3,shrub,622552.699999999953434,3849180.649999999906868,305,0
790,315,u3, ,52,39,43,5,4,L,0,0, ,u3,shrub,622552.699999999953434,3849181.149999999906868,306,0
791,316,lar.tri, ,330,296,185,5,4,L,0,0, ,lar.tri,shrub,622551.050000000046566,3849184.000000000000000,0,0
792,317,men.spi, ,37,19,17,5,4,L,0,0, ,men.spi,shrub,622551.296030999976210,3849185.796029999852180,307,0
793,0,u3, ,24,22,43,0,0, ,0,0, ,u3,shrub,622552.506502000032924,3849185.561869999859482,0,0
794,318,cyl.ech, ,23,24,38,5,4,L,0,0, ,cyl.ech,cactus,622552.550000000046566,3849185.600000000093132,308,0
795,319,u3, ,47,51,43,5,4,L,0,0, ,u3,shrub,622552.550000000046566,3849184.200000000186265,309,0
796,320,u3, ,42,72,55,5,4,L,0,0, ,u3,shrub,622552.550000000046566,3849183.649999999906868,310,0
797,321,cyl.ech, ,24,20,42,5,4,L,0,0, ,cyl.ech,cactus,622554.250000000000000,3849185.700000000186265,311,0
798,322,u3, ,71,60,49,5,4,L,0,0, ,u3,shrub,622554.400000000023283,3849185.799999999813735,312,0
799,323,u3, ,42,50,32,5,4,L,0,0, ,u3,shrub,622554.900000000023283,3849185.850000000093132,313,0
800,324,u3, ,30,28,54,5,4,L,0,0, ,u3,shrub,622555.199999999953434,3849186.549999999813735,314,0
801,325,amb.sal, ,69,45,74,5,4,L,0,0, ,amb.sal,shrub,622555.449999999953434,3849186.399999999906868,315,0
802,326,cyl.ech, ,61,54,48,5,4,L,0,0, ,cyl.ech,cactus,622555.150000000023283,3849184.049999999813735,316,0
803,327,lar.tri, ,11,9,10,5,4,L,0,0, ,lar.tri,shrub,622555.050000000046566,3849186.350000000093132,317,0
804,328,tha.mon, ,85,60,69,5,4,L,0,0, ,tha.mon,shrub,622557.900000000023283,3849185.049999999813735,318,0
805,329,amb.sal, ,85,60,69,5,4,L,0,0, ,amb.sal,shrub,622557.900000000023283,3849185.049999999813735,319,0
806,330,u3, ,49,39,32,5,4,L,0,0, ,u3,shrub,622558.900000000023283,3849183.899999999906868,320,0
807,331,ephedra, ,89,50,46,5,4,L,0,0, ,ephedra,shrub,622559.550000000046566,3849182.649999999906868,321,0
808,332,ephedra, ,131,90,53,5,4,L,0,0, ,ephedra,shrub,622559.550000000046566,3849181.600000000093132,322,0
809,333,u3, ,67,46,40,5,4,L,0,0, ,u3,shrub,622556.650000000023283,3849182.000000000000000,323,0
810,334,cyl.ram, ,31,35,43,5,4,L,0,0, ,cyl.ram,cactus,622556.750000000000000,3849182.149999999906868,324,0
811,335,tha.mon, ,69,43,38,5,4,L,0,0, ,tha.mon,shrub,622557.800000000046566,3849182.100000000093132,325,0
812,336,u3, ,64,59,36,5,4,L,0,0, ,u3,shrub,622558.349999999976717,3849180.799999999813735,326,0
813,337,u3, ,30,26,31,5,4,L,0,0, ,u3,shrub,622557.750000000000000,3849179.899999999906868,327,0
814,338,u3, ,66,50,47,5,4,L,0,0, ,u3,shrub,622557.150000000023283,3849180.149999999906868,328,0
815,339,amb.dum, ,44,29,37,5,4,L,0,0, ,amb.dum,shrub,622557.900000000023283,3849179.200000000186265,329,0
816,340,men.spi, ,17,10,15,5,4,L,0,0, ,men.spi,shrub,622557.300000000046566,3849177.850000000093132,330,0
817,341,u3, ,33,31,37,5,4,L,0,0, ,u3,shrub,622556.400000000023283,3849178.049999999813735,331,0
818,342,u3, ,37,20,28,5,4,L,0,0, ,u3,shrub,622556.199999999953434,3849178.100000000093132,332,0
819,343,cyl.ech, ,31,23,41,5,4,L,0,0, ,cyl.ech,cactus,622556.050000000046566,3849178.350000000093132,333,0
820,344,ephedra, ,155,156,68,5,4,L,0,0, ,ephedra,shrub,622555.150000000023283,3849178.649999999906868,334,0
821,345,u3, ,41,26,43,5,4,L,0,0, ,u3,shrub,622555.099999999976717,3849178.200000000186265,335,0
822,346,ephedra, ,105,79,45,5,4,L,0,0, ,ephedra,shrub,622555.099999999976717,3849179.750000000000000,336,0
823,347,ephedra, ,81,77,50,5,4,L,0,0, ,ephedra,shrub,622555.849999999976717,3849180.049999999813735,337,0
824,348,u3, ,47,37,36,5,4,L,0,0, ,u3,shrub,622555.550000000046566,3849181.950000000186265,338,0
825,349,yuc.sch, ,76,71,66,5,4,L,0,0, ,yuc.sch,yucca,622554.599999999976717,3849182.149999999906868,339,0
826,350,u3, ,56,34,35,5,4,L,0,0, ,u3,shrub,622553.699999999953434,3849180.149999999906868,340,0
827,351,u3, ,78,64,55,5,4,L,0,0, ,u3,shrub,622554.400000000023283,3849180.350000000093132,341,0
828,352,amb.sal, ,111,109,73,5,3,R,0,0, ,amb.sal,shrub,622541.349999999976717,3849187.299999999813735,342,0
829,353,u3, ,61,41,38,5,3,R,0,0, ,u3,shrub,622540.949999999953434,3849187.950000000186265,343,0
830,354,amb.sal, ,80,60,69,5,3,R,0,0, ,amb.sal,shrub,622540.050000000046566,3849188.700000000186265,344,0
831,355,ephedra, ,52,36,41,5,3,R,0,0, ,ephedra,shrub,622539.550000000046566,3849188.799999999813735,345,0
832,356,sal.mex, ,69,42,70,5,3,R,0,0, ,sal.mex,shrub,622539.949999999953434,3849189.500000000000000,346,0
833,357,PG, ,145,102,106,5,3,R,0,0, ,PG,shrub,622541.900000000023283,3849189.700000000186265,347,0
834,358,u3, ,49,48,31,5,3,R,0,0, ,u3,shrub,622541.599999999976717,3849190.600000000093132,348,0
835,359,u3, ,74,42,44,5,3,R,0,0, ,u3,shrub,622543.300000000046566,3849189.100000000093132,349,0
836,360,cyl.ech, ,38,39,35,5,3,R,0,0, ,cyl.ech,cactus,622543.949999999953434,3849189.100000000093132,350,0
837,361,u3, ,34,30,35,5,3,R,0,0, ,u3,shrub,622543.550000000046566,3849190.100000000093132,351,0
838,362,u3, ,70,54,61,5,3,R,0,0, ,u3,shrub,622543.650000000023283,3849190.750000000000000,352,0
839,363,cyl.ech, ,26,28,32,5,3,R,0,0, ,cyl.ech,cactus,622543.699999999953434,3849190.850000000093132,353,0
840,364,ephedra, ,120,144,49,5,3,R,0,0, ,ephedra,shrub,622544.199999999953434,3849191.100000000093132,354,0
841,365,u3, ,23,20,35,5,3,R,0,0, ,u3,shrub,622544.750000000000000,3849191.100000000093132,355,0
842,366,lar.tri, ,153,176,229,5,3,R,0,0, ,lar.tri,shrub,622541.449999999953434,3849193.950000000186265,356,0
843,367,u3, ,51,30,40,5,3,R,0,0, ,u3,shrub,622539.750000000000000,3849194.850000000093132,357,0
844,368,cyl.ech, ,10,10,15,5,3,R,0,0, ,cyl.ech,cactus,622539.650000000023283,3849195.049999999813735,358,0
845,369,men.spi, ,64,63,42,5,3,R,0,0, ,men.spi,shrub,622541.000000000000000,3849195.899999999906868,359,0
846,370,u3, ,97,95,43,5,3,R,0,0, ,u3,shrub,622541.699999999953434,3849195.100000000093132,360,0
847,371,cyl.ech, ,32,21,27,5,3,R,0,0, ,cyl.ech,cactus,622542.349999999976717,3849195.850000000093132,361,0
848,372,u3, ,85,51,45,5,3,R,0,0, ,u3,shrub,622543.349999999976717,3849195.450000000186265,362,0
849,373,u3, ,83,51,55,5,3,R,0,0, ,u3,shrub,622542.699999999953434,3849193.049999999813735,363,0
850,374,ephedra, ,67,43,42,5,3,R,0,0, ,ephedra,shrub,622544.550000000046566,3849194.750000000000000,364,0
851,375,u3, ,49,40,44,5,3,R,0,0, ,u3,shrub,622546.500000000000000,3849195.299999999813735,365,0
852,376,men.spi, ,16,13,10,5,3,R,0,0, ,men.spi,shrub,622547.849999999976717,3849195.500000000000000,366,0
853,377,u3, ,40,30,33,5,3,R,0,0, ,u3,shrub,622549.300000000046566,3849196.049999999813735,367,0
854,378,u3, ,56,49,48,5,3,R,0,0, ,u3,shrub,622548.099999999976717,3849194.250000000000000,368,0
855,379,cyl.ech, ,46,32,34,5,3,R,0,0, ,cyl.ech,cactus,622549.099999999976717,3849191.700000000186265,369,0
856,380,u3, ,34,22,24,5,3,R,0,0, ,u3,shrub,622546.449999999953434,3849191.799999999813735,370,0
857,381,lar.tri, ,134,76,74,5,3,R,0,0, ,lar.tri,shrub,622546.150000000023283,3849190.600000000093132,0,0
858,382,ephedra, ,87,55,60,5,3,R,0,0, ,ephedra,shrub,622546.949999999953434,3849190.299999999813735,371,0
859,383,u3, ,87,50,53,5,3,R,0,0, ,u3,shrub,622547.099999999976717,3849189.950000000186265,372,0
860,384,u3, ,75,57,49,5,3,R,0,0, ,u3,shrub,622547.650000000023283,3849188.350000000093132,373,0
861,385,u3, ,75,57,49,5,3,R,0,0, ,u3,shrub,622549.099999999976717,3849188.350000000093132,374,0
862,386,u3, ,15,15,20,5,3,R,0,0, ,u3,shrub,622548.599999999976717,3849187.950000000186265,375,0
863,387,lar.tri, ,455,315,252,5,3,R,0,0, ,lar.tri,shrub,622548.250000000000000,3849187.200000000186265,0,0
864,388,ephedra, ,43,36,52,5,3,R,0,0, ,ephedra,shrub,622547.050000000046566,3849187.200000000186265,376,0
865,389,ephedra, ,117,74,75,5,3,R,0,0, ,ephedra,shrub,622546.650000000023283,3849187.750000000000000,377,0
866,390,cyl.ech, ,32,26,37,5,3,R,0,0, ,cyl.ech,cactus,622547.150000000023283,3849188.700000000186265,378,0
867,391,u3, ,35,26,35,5,3,R,0,0, ,u3,shrub,622544.750000000000000,3849186.850000000093132,379,0
868,392,tha.mon, ,78,51,40,5,3,R,0,0, ,tha.mon,shrub,622544.449999999953434,3849186.799999999813735,380,0
869,393,u3, ,22,9,24,5,3,R,0,0, ,u3,shrub,622544.099999999976717,3849187.200000000186265,381,0
870,394,u3, ,88,65,50,5,3,L,0,0, ,u3,shrub,622550.750000000000000,3849187.100000000093132,382,0
871,395,ephedra, ,57,51,50,5,3,L,0,0, ,ephedra,shrub,622552.699999999953434,3849187.049999999813735,383,0
872,396,tha.mon, ,44,46,35,5,3,L,0,0, ,tha.mon,shrub,622555.050000000046566,3849187.049999999813735,384,0
873,397,u3, ,42,47,43,5,3,L,0,0, ,u3,shrub,622552.150000000023283,3849190.000000000000000,385,0
874,398,men.spi, ,67,56,29,5,3,L,0,0, ,men.spi,shrub,622550.650000000023283,3849190.899999999906868,386,0
875,399,men.spi, ,40,33,20,5,3,L,0,0, ,men.spi,shrub,622549.699999999953434,3849192.049999999813735,387,0
876,400,u3, ,79,67,55,5,3,L,0,0, ,u3,shrub,622552.750000000000000,3849191.350000000093132,388,0
877,401,amb.sal, ,70,56,58,5,3,L,0,0, ,amb.sal,shrub,622550.599999999976717,3849193.149999999906868,389,0
878,402,cyl.ech, ,70,56,58,5,3,L,0,0, ,cyl.ech,cactus,622550.599999999976717,3849193.450000000186265,390,0
879,403,u3, ,94,61,48,5,3,L,0,0, ,u3,shrub,622550.150000000023283,3849195.299999999813735,391,0
880,404,lar.tri, ,486,457,223,5,3,L,0,0, ,lar.tri,shrub,622553.349999999976717,3849193.799999999813735,0,0
881,0,tha.mon, ,67,55,53,0,0, ,0,0, ,tha.mon,shrub,622553.849999999976717,3849193.450000000186265,0,0
882,405,lar.tri, ,350,286,150,5,3,L,0,0,"ring, 5 stems",lar.tri,shrub,622557.150000000023283,3849194.899999999906868,392,0
883,406,u3, ,75,72,54,5,3,L,0,0, ,u3,shrub,622559.550000000046566,3849195.299999999813735,393,0
884,407,u3, ,36,38,38,5,3,L,0,0, ,u3,shrub,622559.550000000046566,3849194.350000000093132,394,0
885,408,yuc.sch, ,150,136,185,5,3,L,0,0, ,yuc.sch,yucca,622557.849999999976717,3849192.000000000000000,395,0
886,409,u3, ,57,42,54,5,3,L,0,0, ,u3,shrub,622557.750000000000000,3849190.200000000186265,396,0
887,410,cyl.ram, ,80,61,60,5,3,L,0,0, ,cyl.ram,cactus,622557.050000000046566,3849188.399999999906868,397,0
888,411,ephedra, ,17,17,38,5,3,L,0,0, ,ephedra,shrub,622558.900000000023283,3849188.799999999813735,398,0
889,412,yuc.sch, ,185,175,235,5,3,L,0,0, ,yuc.sch,yucca,622559.050000000046566,3849188.100000000093132,399,0
890,413,lyc.and, ,84,51,65,5,3,L,0,0, ,lyc.and,shrub,622558.699999999953434,3849187.750000000000000,400,0
891,414,u3, ,73,43,36,5,3,L,0,0, ,u3,shrub,622557.449999999953434,3849187.250000000000000,401,0
892,415,u3, ,81,56,44,5,3,L,0,0, ,u3,shrub,622556.000000000000000,3849186.899999999906868,402,0
893,416,ephedra, ,155,153,60,5,3,L,0,0,ring,ephedra,shrub,622553.900000000023283,3849189.750000000000000,403,0
894,417,u3, ,70,35,36,5,2,R,0,0, ,u3,shrub,622540.650000000023283,3849197.700000000186265,404,0
895,418,tha.mon, ,51,62,40,5,2,R,0,0, ,tha.mon,shrub,622540.000000000000000,3849198.799999999813735,405,0
896,419,yuc.sch, ,102,113,128,5,2,R,0,0,half dead,yuc.sch,yucca,622539.900000000023283,3849200.799999999813735,406,0
897,420,lar.tri, ,17,13,12,5,2,R,0,0, ,lar.tri,shrub,622542.250000000000000,3849200.649999999906868,407,0
898,421,ephedra, ,108,76,77,5,2,R,0,0, ,ephedra,shrub,622542.599999999976717,3849201.399999999906868,408,0
899,422,ephedra, ,90,59,46,5,2,R,0,0, ,ephedra,shrub,622543.650000000023283,3849201.649999999906868,409,0
900,423,u3, ,78,87,59,5,2,R,0,0, ,u3,shrub,622541.699999999953434,3849203.100000000093132,410,0
901,424,amb.sal, ,83,65,62,5,2,R,0,0, ,amb.sal,shrub,622540.800000000046566,3849202.750000000000000,411,0
902,425,u3, ,27,38,41,5,2,R,0,0, ,u3,shrub,622540.449999999953434,3849202.850000000093132,412,0
903,426,u3, ,34,47,39,5,2,R,0,0, ,u3,shrub,622540.550000000046566,3849203.299999999813735,413,0
904,427,u3, ,80,54,35,5,2,R,0,0, ,u3,shrub,622540.099999999976717,3849203.500000000000000,414,0
905,428,amb.sal, ,72,85,59,5,2,R,0,0, ,amb.sal,shrub,622542.926666000043042,3849207.300369999837130,415,0
906,429,lar.tri, ,430,455,215,5,2,R,0,0, ,lar.tri,shrub,622543.900000000023283,3849206.600000000093132,416,0
907,430,u3, ,89,64,48,5,2,R,0,0, ,u3,shrub,622545.800000000046566,3849207.700000000186265,417,0
908,431,lar.tri, ,117,105,113,5,2,R,0,0, ,lar.tri,shrub,622546.349999999976717,3849205.299999999813735,0,0
909,432,lar.tri, ,193,170,171,5,2,R,0,0,might be tagged as one,lar.tri,shrub,622546.849999999976717,3849206.600000000093132,418,0
910,433,ephedra, ,39,37,19,5,2,R,0,0, ,ephedra,shrub,622549.150000000023283,3849206.649999999906868,419,0
911,434,u3, ,51,47,45,5,2,R,0,0, ,u3,shrub,622547.800000000046566,3849205.899999999906868,420,0
912,435,tha.mon, ,68,63,35,5,2,R,0,0, ,tha.mon,shrub,622549.150000000023283,3849204.549999999813735,421,0
913,0,u3, ,38,36,24,0,0, ,0,0, ,u3,shrub,622549.550000000046566,3849204.049999999813735,0,0
914,436,u3, ,42,31,33,5,2,R,0,0, ,u3,shrub,622546.949999999953434,3849204.000000000000000,422,0
915,437,u3, ,71,73,47,5,2,R,0,0, ,u3,shrub,622546.500000000000000,3849203.500000000000000,423,0
916,438,u3, ,49,68,46,5,2,R,0,0, ,u3,shrub,622548.050000000046566,3849203.399999999906868,424,0
