FID,FID_,Species,Name,Width,Length,Height,Transect,QN,QL,X,Y,Notes,sp_simp,Type,easting,northing,ID,MapID,buff
143,146,lar.tri, ,270,310,157,6,6,R,490,1000, ,lar.tri,shrub,622560.2135,3849091.199,0,0,1.35
155,157,lar.tri, ,376,272,165,6,6,R,750,305, ,lar.tri,shrub,622562.8135,3849084.249,0,0,1.88
188,190,lar.tri, ,70,59,60,6,6,L,710,145, ,lar.tri,shrub,622572.4135,3849082.649,0,0,0.35
189,191,lar.tri, ,13,19,25,6,6,L,665,315,under dead shrub,lar.tri,shrub,622571.9635,3849084.349,0,0,0.065
202,203,lar.tri, ,270,230,193,6,5,R,470,780, ,lar.tri,shrub,622560.077,3849095.792,0,0,1.35
205,206,lar.tri, ,318,336,185,6,5,R,865,725, ,lar.tri,shrub,622564.027,3849095.242,0,0,1.59
249,250,lar.tri, ,353,276,204,6,4,R,470,585, ,lar.tri,shrub,622560.077,3849103.842,0,0,1.765
253,254,lar.tri, ,102,103,168,6,4,R,890,760, ,lar.tri,shrub,622564.277,3849105.592,0,0,0.51
258,259,lar.tri, ,272,330,246,6,4,R,820,330, ,lar.tri,shrub,622563.577,3849101.292,0,0,1.36
270,271,lar.tri, ,312,290,230,6,4,L,185,910, ,lar.tri,shrub,622567.227,3849107.092,0,0,1.5599999
304,307,lar.tri, ,230,284,201,6,3,R,505,145, ,lar.tri,shrub,622560.427,3849109.442,0,0,1.15
325,328,lar.tri, ,146,150,200,6,3,R,465,830, ,lar.tri,shrub,622560.027,3849116.292,0,0,0.73
331,334,lar.tri, ,373,258,218,6,3,R,820,170, ,lar.tri,shrub,622563.577,3849109.692,0,0,1.865
335,338,lar.tri, ,231,182,197,6,3,L,175,430, ,lar.tri,shrub,622567.127,3849112.292,0,0,1.155
347,350,lar.tri, ,226,109,147,6,3,L,460,110, ,lar.tri,shrub,622569.977,3849109.092,0,0,1.13
383,388,lar.tri, ,302,205,182,6,2,L,45,185, ,lar.tri,shrub,622565.827,3849121.442,0,0,1.51
384,389,lar.tri, ,366,324,193,6,2,L,40,315, ,lar.tri,shrub,622565.777,3849122.742,0,0,1.83
386,391,lar.tri, ,125,102,150,6,2,L,195,395, ,lar.tri,shrub,622567.327,3849123.542,0,0,0.625
387,392,lar.tri, ,189,170,153,6,2,L,175,540, ,lar.tri,shrub,622567.127,3849124.992,0,0,0.945
394,399,lar.tri, ,300,260,145,6,2,L,310,690, ,lar.tri,shrub,622568.477,3849126.492,0,0,1.5
397,402,lar.tri, ,283,373,230,6,2,L,740,690,ring with 3,lar.tri,shrub,622572.777,3849126.492,0,0,1.415
399,405,lar.tri, ,225,190,220,6,2,L,950,730, ,lar.tri,shrub,622574.877,3849126.892,0,0,1.125
400,406,lar.tri, ,205,151,190,6,2,L,860,345, ,lar.tri,shrub,622573.977,3849123.042,0,0,1.025
407,413,lar.tri, ,308,245,200,6,2,L,340,110, ,lar.tri,shrub,622568.777,3849120.692,0,0,1.54
429,435,lar.tri, ,183,162,225,6,1,R,740,610, ,lar.tri,shrub,622562.777,3849135.692,0,0,0.915
430,436,lar.tri, ,360,410,178,6,1,R,880,630,clump,lar.tri,shrub,622564.177,3849135.892,0,0,1.8
435,441,lar.tri, ,50,44,58,6,1,R,600,30, ,lar.tri,shrub,622562.127,3849130.442,0,0,0.25
439,444,lar.tri, ,343,320,181,6,1,L,270,55, ,lar.tri,shrub,622568.077,3849130.142,0,0,1.715
457,462,lar.tri, ,300,337,275,6,1,L,825,610, ,lar.tri,shrub,622573.627,3849135.692,0,0,1.5
496,22,lar.tri, ,350,468,254,5,8,R,0,0, ,lar.tri,shrub,622547.2,3849145.1,23,0,1.75
508,34,lar.tri, ,340,420,230,5,8,R,0,0, ,lar.tri,shrub,622548.2,3849138.1,35,0,1.7
535,61,lar.tri, ,375,277,185,5,8,L,0,0, ,lar.tri,shrub,622554.45,3849143.25,62,0,1.875
546,72,lar.tri, ,68,74,68,5,8,L,0,0, ,lar.tri,shrub,622557.35,3849137.75,73,0,0.34
583,110,lar.tri, ,470,419,208,5,7,R,0,0, ,lar.tri,shrub,622545.25,3849150.7,0,0,2.3499999
603,131,lar.tri, ,290,190,235,5,7,L,0,0, ,lar.tri,shrub,622558.05,3849155.5,131,0,1.45
604,132,lar.tri, ,310,300,185,5,7,L,0,0, ,lar.tri,shrub,622554.85,3849153.1,0,0,1.55
631,159,lar.tri, ,28,22,23,5,6,R,0,0, ,lar.tri,shrub,622540.35,3849157.5,158,0,0.14
644,172,lar.tri, ,370,219,225,5,6,R,0,0, ,lar.tri,shrub,622544.5,3849164.1,0,0,1.85
645,173,lar.tri, ,525,446,196,5,6,R,0,0, ,lar.tri,shrub,622545.25,3849166.7,0,0,2.625
668,196,lar.tri, ,287,194,185,5,6,L,0,0, ,lar.tri,shrub,622551.15,3849161.55,0,0,1.4349999
678,206,lar.tri, ,438,520,258,5,6,L,0,0, ,lar.tri,shrub,622555.6,3849165.5,0,0,2.1900001
707,235,lar.tri, ,413,290,246,5,5,R,0,0, ,lar.tri,shrub,622540.65,3849175.1,230,0,2.0650001
712,240,lar.tri, ,183,132,122,5,5,R,0,0, ,lar.tri,shrub,622548.45,3849167.3,0,0,0.915
728,255,lar.tri, ,438,520,258,5,5,L,0,0, ,lar.tri,shrub,622550.85,3849170.8,0,0,2.1900001
762,288,lar.tri, ,330,266,176,5,4,R,0,0, ,lar.tri,shrub,622543.25,3849179.2,281,0,1.65
773,301,lar.tri, ,273,215,211,5,4,R,0,0, ,lar.tri,shrub,622546.25,3849184,0,0,1.365
779,307,lar.tri, ,492,506,235,5,4,R,0,0, ,lar.tri,shrub,622547.5,3849177.75,0,0,2.46
788,316,lar.tri, ,330,296,185,5,4,L,0,0, ,lar.tri,shrub,622551.05,3849184,0,0,1.65
800,327,lar.tri, ,11,9,10,5,4,L,0,0, ,lar.tri,shrub,622555.05,3849186.35,317,0,0.055
839,366,lar.tri, ,153,176,229,5,3,R,0,0, ,lar.tri,shrub,622541.45,3849193.95,356,0,0.765
854,381,lar.tri, ,134,76,74,5,3,R,0,0, ,lar.tri,shrub,622546.15,3849190.6,0,0,0.67
860,387,lar.tri, ,455,315,252,5,3,R,0,0, ,lar.tri,shrub,622548.25,3849187.2,0,0,2.2750001
877,404,lar.tri, ,486,457,223,5,3,L,0,0, ,lar.tri,shrub,622553.35,3849193.8,0,0,2.4300001
879,405,lar.tri, ,350,286,150,5,3,L,0,0,"ring, 5 stems",lar.tri,shrub,622557.15,3849194.9,392,0,1.75
894,420,lar.tri, ,17,13,12,5,2,R,0,0, ,lar.tri,shrub,622542.25,3849200.65,407,0,0.085
903,429,lar.tri, ,430,455,215,5,2,R,0,0, ,lar.tri,shrub,622543.9,3849206.6,416,0,2.1500001
905,431,lar.tri, ,117,105,113,5,2,R,0,0, ,lar.tri,shrub,622546.35,3849205.3,0,0,0.585
906,432,lar.tri, ,193,170,171,5,2,R,0,0,might be tagged as one,lar.tri,shrub,622546.85,3849206.6,418,0,0.965
917,442,lar.tri, ,176,182,137,5,2,R,0,0, ,lar.tri,shrub,622549.05,3849198,0,0,0.88
919,443,lar.tri, ,366,372,187,5,2,R,0,0, ,lar.tri,shrub,622545.45,3849198.7,0,0,1.83
920,444,lar.tri, ,107,88,88,5,2,L,0,0, ,lar.tri,shrub,622551.5,3849198.25,0,0,0.535
926,449,lar.tri, ,417,124,235,5,2,L,0,0, ,lar.tri,shrub,622551.25,3849207.2,0,0,2.085
927,450,lar.tri, ,305,290,290,5,2,L,0,0, ,lar.tri,shrub,622557.15,3849206.7,0,0,1.525
931,454,lar.tri, ,596,498,280,5,2,L,0,0, ,lar.tri,shrub,622555.55,3849200.3,0,0,2.98
944,468,lar.tri, ,287,305,192,5,1,R,0,0,6 stems,lar.tri,shrub,622541.7155,3849208.807,448,0,1.4349999
991,515,lar.tri, ,325,273,173,5,1,L,0,0, ,lar.tri,shrub,622551.2,3849216.6,496,0,1.625
1000,524,lar.tri, ,140,142,100,5,1,L,0,0, ,lar.tri,shrub,622559,3849215,505,0,0.7
1014,538,lar.tri, ,304,348,206,5,1,L,0,0, ,lar.tri,shrub,622558.55,3849208.95,519,0,1.52
1075,34,lar.tri, ,287,318,175,4,8,R,0,0, ,lar.tri,shrub,622478.894,3849246.752,0,35,1.4349999
1119,78,lar.tri, ,245,255,230,4,8,L,0,0, ,lar.tri,shrub,622489.894,3849247.452,0,79,1.225
1192,149,lar.tri, ,245,185,166,4,7,L,0,0, ,lar.tri,shrub,622482.294,3849261.802,0,150,1.225
1234,191,lar.tri, ,457,460,225,4,6,R,0,0, ,lar.tri,shrub,622471.594,3849269.752,0,192,2.2850001
1265,219,lar.tri, ,167,200,129,4,6,L,0,0, ,lar.tri,shrub,622483.844,3849267.452,0,220,0.835
1266,220,lar.tri, ,406,285,174,4,6,L,0,0, ,lar.tri,shrub,622483.894,3849269.752,0,221,2.03
1277,231,lar.tri, ,238,127,157,4,6,L,0,0, ,lar.tri,shrub,622486.294,3849269.852,0,232,1.1900001
1279,233,lar.tri, ,568,456,262,4,6,L,0,0, ,lar.tri,shrub,622488.294,3849267.352,0,234,2.8399999
1283,236,lar.tri, ,420,433,205,4,5,R,0,0, ,lar.tri,shrub,622474.494,3849278.152,0,237,2.0999999
1284,237,lar.tri, ,102,94,135,4,5,R,0,0, ,lar.tri,shrub,622473.244,3849280.152,0,238,0.51
1285,238,lar.tri, ,454,529,214,4,5,R,0,0, ,lar.tri,shrub,622472.794,3849282.752,0,239,2.27
1293,246,lar.tri, ,106,80,38,4,5,R,0,0, ,lar.tri,shrub,622479.344,3849279.502,0,247,0.53
1296,249,lar.tri, ,398,403,223,4,5,R,0,0, ,lar.tri,shrub,622478.244,3849278.952,0,250,1.99
1324,277,lar.tri, ,457,287,234,4,5,L,0,0, ,lar.tri,shrub,622487.044,3849279.402,0,278,2.2850001
1330,283,lar.tri, ,380,315,240,4,4,R,0,0, ,lar.tri,shrub,622472.594,3849285.652,0,284,1.9
1411,363,lar.tri, ,450,360,264,4,4,L,0,0, ,lar.tri,shrub,622485.044,3849286.452,0,364,2.25
1456,408,lar.tri, ,324,285,219,4,3,R,0,0, ,lar.tri,shrub,622475.844,3849299.402,0,409,1.62
1458,410,lar.tri, ,324,285,219,4,3,L,0,0, ,lar.tri,shrub,622482.544,3849294.752,0,411,1.62
1459,411,lar.tri, ,310,150,160,4,3,L,0,0, ,lar.tri,shrub,622481.594,3849297.002,0,412,1.55
1531,487,lar.tri, ,310,320,180,4,2,R,0,0, ,lar.tri,shrub,622478.544,3849315.502,0,488,1.55
1561,517,lar.tri, ,390,448,275,4,2,L,0,0, ,lar.tri,shrub,622481.694,3849309.252,0,518,1.95
1728,0,lar.tri, ,353,299,220,4,0, ,0,0, ,lar.tri,shrub,622475.3585,3849280.221,0,0,1.765
887,413,lyc.and, ,84,51,65,5,3,L,0,0, ,lyc.and,shrub,622558.7,3849187.75,400,0,0.42
1240,198,lyc.coo, ,143,112,115,4,6,R,0,0, ,lyc.coo,shrub,622478.294,3849273.102,0,199,0.715
1241,199,lyc.coo, ,116,96,108,4,6,R,0,0, ,lyc.coo,shrub,622479.094,3849273.302,0,200,0.58
1356,309,lyc.coo, ,105,87,72,4,4,R,0,0, ,lyc.coo,shrub,622478.344,3849290.202,0,310,0.525
1358,311,lyc.coo, ,74,75,90,4,4,R,0,0, ,lyc.coo,shrub,622478.094,3849289.352,0,312,0.37
128,129,men.spi, ,28,40,18,6,7,L,910,110, ,men.spi,shrub,622574.4135,3849072.299,0,0,0.14
257,258,men.spi, ,57,16,40,6,4,R,640,440, ,men.spi,shrub,622561.777,3849102.392,0,0,0.285
271,272,men.spi, ,23,35,20,6,4,L,125,965, ,men.spi,shrub,622566.627,3849107.642,0,0,0.115
289,292,men.spi, ,35,25,35,6,4,L,420,290, ,men.spi,shrub,622569.577,3849100.892,0,0,0.175
340,343,men.spi, ,15,18,19,6,3,L,955,455, ,men.spi,shrub,622574.927,3849112.542,0,0,0.075
398,403,men.spi, ,23,24,28,6,2,L,665,730, ,men.spi,shrub,622572.027,3849126.892,0,0,0.115
416,422,men.spi, ,43,46,20,6,1,R,100,765, ,men.spi,shrub,622556.377,3849137.242,0,0,0.215
434,440,men.spi, ,36,46,35,6,1,R,880,135, ,men.spi,shrub,622562.5208,3849130.802,0,0,0.18
478,4,men.spi, ,46,36,27,5,8,R,0,0, ,men.spi,shrub,622540.65,3849142.6,5,0,0.23
513,39,men.spi, ,25,25,18,5,8,R,0,0, ,men.spi,shrub,622545.1,3849139.35,40,0,0.125
540,66,men.spi, ,35,23,24,5,8,L,0,0, ,men.spi,shrub,622556.55,3849142.35,67,0,0.175
569,96,men.spi, ,78,78,53,5,7,R,0,0, ,men.spi,shrub,622542.4,3849152.65,97,0,0.39
692,220,men.spi, ,71,57,49,5,6,L,0,0, ,men.spi,shrub,622554.95,3849159.9,215,0,0.355
722,249,men.spi, ,56,31,31,5,5,L,0,0, ,men.spi,shrub,622552.9,3849168.8,243,0,0.28
735,261,men.spi, ,62,35,30,5,5,L,0,0, ,men.spi,shrub,622551.2,3849171.55,254,0,0.31
744,270,men.spi, ,86,90,46,5,5,L,0,0, ,men.spi,shrub,622557.2,3849174.6,263,0,0.43
769,296,men.spi, ,140,84,40,5,4,R,0,0, ,men.spi,shrub,622543.15,3849185.75,289,0,0.7
774,302,men.spi, ,40,36,18,5,4,R,0,0, ,men.spi,shrub,622548.05,3849185.35,294,0,0.2
789,317,men.spi, ,37,19,17,5,4,L,0,0, ,men.spi,shrub,622551.296,3849185.796,307,0,0.185
813,340,men.spi, ,17,10,15,5,4,L,0,0, ,men.spi,shrub,622557.3,3849177.85,330,0,0.085
842,369,men.spi, ,64,63,42,5,3,R,0,0, ,men.spi,shrub,622541,3849195.9,359,0,0.32
849,376,men.spi, ,16,13,10,5,3,R,0,0, ,men.spi,shrub,622547.85,3849195.5,366,0,0.08
871,398,men.spi, ,67,56,29,5,3,L,0,0, ,men.spi,shrub,622550.65,3849190.9,386,0,0.335
872,399,men.spi, ,40,33,20,5,3,L,0,0, ,men.spi,shrub,622549.7,3849192.05,387,0,0.2
957,481,men.spi, ,45,36,23,5,1,R,0,0, ,men.spi,shrub,622544.5843,3849212.637,461,0,0.225
982,505,men.spi, ,86,75,45,5,1,L,0,0, ,men.spi,shrub,622550.2,3849209,485,0,0.43
1008,532,men.spi, ,50,41,42,5,1,L,0,0, ,men.spi,shrub,622558.1,3849212.65,513,0,0.25
1060,19,men.spi, ,42,20,22,4,8,R,0,0, ,men.spi,shrub,622479.444,3849254.102,0,20,0.21
1070,29,men.spi, ,26,27,17,4,8,R,0,0, ,men.spi,shrub,622477.294,3849250.052,0,30,0.13
1071,30,men.spi, ,22,16,18,4,8,R,0,0, ,men.spi,shrub,622477.294,3849249.952,0,31,0.11
1105,64,men.spi, ,52,52,30,4,8,L,0,0, ,men.spi,shrub,622486.394,3849253.602,0,65,0.26
1201,159,men.spi, ,100,95,45,4,7,L,0,0, ,men.spi,shrub,622486.694,3849258.952,0,160,0.5
1255,209,men.spi, ,90,65,42,4,6,R,0,0, ,men.spi,shrub,622478.894,3849266.502,0,210,0.45
1272,226,men.spi, ,46,19,20,4,6,L,0,0, ,men.spi,shrub,622484.944,3849271.052,0,227,0.23
1273,227,men.spi, ,44,49,25,4,6,L,0,0, ,men.spi,shrub,622487.044,3849273.202,0,228,0.22
29,29,tet.ste, ,30,45,36,6,8,R,520,393, ,tet.ste,shrub,622560.5135,3849065.129,0,0,0.15
60,61,tet.ste, ,85,87,96,6,7,R,60,50, ,tet.ste,shrub,622555.9135,3849071.699,0,0,0.425
65,66,tet.ste, ,69,79,59,6,7,R,0,330, ,tet.ste,shrub,622555.3135,3849074.499,0,0,0.345
119,121,tet.ste, ,52,60,53,6,7,L,550,960, ,tet.ste,shrub,622570.8135,3849080.799,0,0,0.26
167,169,tet.ste, ,5,6,11,6,6,L,260,665,under dead shrub,tet.ste,shrub,622567.9135,3849087.849,0,0,0.025
168,170,tet.ste, ,125,120,100,6,6,L,170,805, ,tet.ste,shrub,622567.0135,3849089.249,0,0,0.625
175,177,tet.ste, ,100,109,71,6,6,L,730,950, ,tet.ste,shrub,622572.6135,3849090.699,0,0,0.5
176,178,tet.ste, ,64,84,92,6,6,L,760,830, ,tet.ste,shrub,622572.9135,3849089.499,0,0,0.32
177,179,tet.ste, ,132,137,107,6,6,L,920,930, ,tet.ste,shrub,622574.5135,3849090.499,0,0,0.66
179,181,tet.ste, ,87,74,38,6,6,L,730,615, ,tet.ste,shrub,622572.6135,3849087.349,0,0,0.435
213,214,tet.ste, ,85,90,73,6,5,L,240,95, ,tet.ste,shrub,622567.7135,3849092.149,0,0,0.425
223,224,tet.ste, ,67,113,60,6,5,L,590,960, ,tet.ste,shrub,622571.277,3849097.592,0,0,0.335
231,232,tet.ste, ,65,52,52,6,5,L,870,345, ,tet.ste,shrub,622574.0135,3849094.649,0,0,0.325
237,238,tet.ste, ,88,80,85,6,5,L,580,80, ,tet.ste,shrub,622571.1135,3849091.999,0,0,0.44
282,284,tet.ste, ,90,80,80,6,4,L,495,440, ,tet.ste,shrub,622570.327,3849102.392,0,0,0.45
291,294,tet.ste, ,98,61,62,6,4,L,580,190, ,tet.ste,shrub,622571.177,3849099.892,0,0,0.49
301,304,tet.ste, ,35,30,45,6,4,L,900,240, ,tet.ste,shrub,622574.377,3849100.392,0,0,0.175
305,308,tet.ste, ,82,80,70,6,3,R,345,340, ,tet.ste,shrub,622558.827,3849111.392,0,0,0.41
465,0,tet.ste, ,18,10,15,6,0, ,0,0, ,tet.ste,shrub,622570.2201,3849094.686,0,0,0.09
475,1,tet.ste, ,79,115,65,5,8,R,0,0, ,tet.ste,shrub,622541.25,3849138.2,2,0,0.395
484,9,tet.ste, ,153,115,106,5,8,R,0,0, ,tet.ste,shrub,622539.55,3849145.15,10,0,0.765
552,79,tet.ste, ,135,97,78,5,7,R,0,0, ,tet.ste,shrub,622540.85,3849147.15,80,0,0.675
741,267,tet.ste, ,109,71,75,5,5,L,0,0, ,tet.ste,shrub,622554.4,3849175.2,260,0,0.545
830,357,tet.ste, ,145,102,106,5,3,R,0,0, ,tet.ste,shrub,622541.9,3849189.7,347,0,0.725
476,2,sal.mex, ,56,66,50,5,8,R,0,0, ,sal.mex,shrub,622541.128,3849140.861,3,0,0.28
554,81,sal.mex, ,43,31,47,5,7,R,0,0, ,sal.mex,shrub,622543.55,3849146.95,82,0,0.215
829,356,sal.mex, ,69,42,70,5,3,R,0,0, ,sal.mex,shrub,622539.95,3849189.5,346,0,0.345
995,519,sal.mex, ,80,80,53,5,1,L,0,0, ,sal.mex,shrub,622554.25,3849215.95,500,0,0.4
997,521,sal.mex, ,42,30,47,5,1,L,0,0, ,sal.mex,shrub,622554.5,3849216.55,502,0,0.21
1040,0,sal.mex, ,102,98,68,4,8,R,0,0, ,sal.mex,shrub,622472.644,3849246.302,0,1,0.51
1197,154,sal.mex, ,31,31,23,4,7,L,0,0, ,sal.mex,shrub,622486.394,3849262.002,0,155,0.155
1198,156,sal.mex, ,30,18,26,4,7,L,0,0, ,sal.mex,shrub,622486.844,3849260.802,0,157,0.15
1199,157,sal.mex, ,60,47,52,4,7,L,0,0, ,sal.mex,shrub,622487.144,3849260.102,0,158,0.3
1200,158,sal.mex, ,26,15,30,4,7,L,0,0, ,sal.mex,shrub,622487.144,3849259.652,0,159,0.13
1212,169,sal.mex, ,15,6,22,4,6,R,0,0, ,sal.mex,shrub,622475.944,3849265.702,0,170,0.075
1213,170,sal.mex, ,7,8,18,4,6,R,0,0, ,sal.mex,shrub,622475.594,3849265.902,0,171,0.035
1214,171,sal.mex, ,10,5,22,4,6,R,0,0, ,sal.mex,shrub,622475.394,3849265.902,0,172,0.05
1215,172,sal.mex, ,15,10,27,4,6,R,0,0, ,sal.mex,shrub,622475.194,3849265.852,0,173,0.075
1218,175,sal.mex, ,20,12,41,4,6,R,0,0, ,sal.mex,shrub,622474.894,3849265.652,0,176,0.1
1219,176,sal.mex, ,20,15,36,4,6,R,0,0, ,sal.mex,shrub,622474.844,3849265.502,0,177,0.1
1220,177,sal.mex, ,9,5,18,4,6,R,0,0, ,sal.mex,shrub,622474.644,3849265.852,0,178,0.045
1221,178,sal.mex, ,13,11,32,4,6,R,0,0, ,sal.mex,shrub,622474.744,3849265.652,0,179,0.065
1222,179,sal.mex, ,12,10,16,4,6,R,0,0, ,sal.mex,shrub,622474.344,3849265.902,0,180,0.06
1224,181,sal.mex, ,32,22,50,4,6,R,0,0, ,sal.mex,shrub,622473.444,3849265.252,0,182,0.16
1227,184,sal.mex, ,14,6,45,4,6,R,0,0, ,sal.mex,shrub,622473.294,3849267.052,0,185,0.07
1252,207,sal.mex, ,60,35,35,4,6,R,0,0, ,sal.mex,shrub,622478.994,3849268.252,0,208,0.3
1256,210,sal.mex, ,100,89,63,4,6,R,0,0, ,sal.mex,shrub,622476.544,3849267.652,0,211,0.5
1260,214,sal.mex, ,17,16,26,4,6,L,0,0, ,sal.mex,shrub,622481.694,3849266.752,0,215,0.085
1261,215,sal.mex, ,70,66,48,4,6,L,0,0, ,sal.mex,shrub,622481.444,3849265.852,0,216,0.35
1262,216,sal.mex, ,35,20,40,4,6,L,0,0, ,sal.mex,shrub,622480.744,3849265.702,0,217,0.175
1263,217,sal.mex, ,17,15,23,4,6,L,0,0, ,sal.mex,shrub,622480.444,3849266.552,0,218,0.085
1264,218,sal.mex, ,40,24,47,4,6,L,0,0, ,sal.mex,shrub,622480.444,3849266.902,0,219,0.2
1303,256,sal.mex, ,55,61,59,4,5,L,0,0, ,sal.mex,shrub,622485.044,3849276.752,0,257,0.275
1484,438,sal.mex, ,80,57,55,4,3,L,0,0, ,sal.mex,shrub,622488.444,3849302.102,0,439,0.4
1726,0,sal.mex, ,43,39,74,4,0, ,0,0, ,sal.mex,shrub,622472.1507,3849263.86,0,0,0.215
69,71,tha.mon, ,33,24,28,6,7,R,245,550, ,tha.mon,shrub,622557.7635,3849076.699,0,0,0.165
185,187,tha.mon, ,64,53,39,6,6,L,1000,355, ,tha.mon,shrub,622575.3135,3849084.749,0,0,0.32
256,257,tha.mon, ,74,60,40,6,4,R,650,485, ,tha.mon,shrub,622561.877,3849102.842,0,0,0.37
264,264,tha.mon, ,78,53,38,6,4,L,145,290, ,tha.mon,shrub,622566.827,3849100.892,0,0,0.39
358,361,tha.mon, ,34,54,37,6,2,R,480,185, ,tha.mon,shrub,622560.177,3849121.442,0,0,0.17
393,398,tha.mon, ,64,52,38,6,2,L,45,970, ,tha.mon,shrub,622565.827,3849129.292,0,0,0.32
395,400,tha.mon, ,92,109,45,6,2,L,640,390, ,tha.mon,shrub,622571.777,3849128.342,0,0,0.46
408,414,tha.mon, ,77,64,42,6,1,R,145,65, ,tha.mon,shrub,622556.827,3849130.242,0,0,0.385
481,6,tha.mon, ,89,70,44,5,8,R,0,0, ,tha.mon,shrub,622540.2,3849143.3,7,0,0.445
483,8,tha.mon, ,70,71,37,5,8,R,0,0, ,tha.mon,shrub,622540.1,3849144.95,9,0,0.35
493,18,tha.mon, ,54,50,40,5,8,R,0,0,total overlap w/ 20,tha.mon,shrub,622544.504,3849144.766,19,0,0.27
506,32,tha.mon, ,69,55,34,5,8,R,0,0, ,tha.mon,shrub,622549,3849138.7,33,0,0.345
517,44,tha.mon, ,82,55,46,5,8,L,0,0, ,tha.mon,shrub,622551.65,3849138.35,45,0,0.41
538,64,tha.mon, ,57,40,34,5,8,L,0,0, ,tha.mon,shrub,622557.75,3849145.75,65,0,0.285
547,73,tha.mon, ,53,64,42,5,8,L,0,0, ,tha.mon,shrub,622557.15,3849138.8,74,0,0.265
549,75,tha.mon, ,67,50,40,5,8,L,0,0, ,tha.mon,shrub,622556.6,3849138,76,0,0.335
550,76,tha.mon, ,80,55,48,5,8,L,0,0, ,tha.mon,shrub,622555.6,3849136.95,77,0,0.4
553,80,tha.mon, ,35,25,45,5,7,R,0,0, ,tha.mon,shrub,622543.95,3849146.9,81,0,0.175
573,100,tha.mon, ,89,68,30,5,7,R,0,0, ,tha.mon,shrub,622540.2,3849155.7,101,0,0.445
575,102,tha.mon, ,85,58,38,5,7,R,0,0, ,tha.mon,shrub,622541.15,3849156.4,103,0,0.425
586,113,tha.mon, ,84,75,42,5,7,R,0,0, ,tha.mon,shrub,622549.55,3849152.3,113,0,0.42
592,119,tha.mon, ,70,68,45,5,7,R,0,0, ,tha.mon,shrub,622546.7,3849147.4,119,0,0.35
602,130,tha.mon, ,80,77,42,5,7,L,0,0, ,tha.mon,shrub,622554.85,3849154.4,130,0,0.4
676,204,tha.mon, ,61,36,59,5,6,L,0,0, ,tha.mon,shrub,622552.7,3849166.1,200,0,0.305
693,221,tha.mon, ,46,47,35,5,6,L,0,0, ,tha.mon,shrub,622556.35,3849156.85,216,0,0.23
697,225,tha.mon, ,79,106,44,5,5,R,0,0, ,tha.mon,shrub,622541.5,3849168.2,220,0,0.395
714,242,tha.mon, ,79,65,46,5,5,L,0,0, ,tha.mon,shrub,622555.05,3849166.9,236,0,0.395
754,280,tha.mon, ,80,70,40,5,5,L,0,0, ,tha.mon,shrub,622559.2,3849168.45,273,0,0.4
759,285,tha.mon, ,36,31,24,5,5,L,0,0, ,tha.mon,shrub,622556.8,3849168.8,278,0,0.18
801,328,tha.mon, ,85,60,69,5,4,L,0,0, ,tha.mon,shrub,622557.9,3849185.05,318,0,0.425
808,335,tha.mon, ,69,43,38,5,4,L,0,0, ,tha.mon,shrub,622557.8,3849182.1,325,0,0.345
865,392,tha.mon, ,78,51,40,5,3,R,0,0, ,tha.mon,shrub,622544.45,3849186.8,380,0,0.39
869,396,tha.mon, ,44,46,35,5,3,L,0,0, ,tha.mon,shrub,622555.05,3849187.05,384,0,0.22
878,0,tha.mon, ,67,55,53,5,0, ,0,0, ,tha.mon,shrub,622553.85,3849193.45,0,0,0.335
892,418,tha.mon, ,51,62,40,5,2,R,0,0, ,tha.mon,shrub,622540,3849198.8,405,0,0.255
909,435,tha.mon, ,68,63,35,5,2,R,0,0, ,tha.mon,shrub,622549.15,3849204.55,421,0,0.34
922,446,tha.mon, ,89,36,43,5,2,L,0,0, ,tha.mon,shrub,622552.8,3849201.2,429,0,0.445
935,459,tha.mon, ,18,15,14,5,1,R,0,0, ,tha.mon,shrub,622541.45,3849209.4,439,0,0.09
946,470,tha.mon, ,88,72,42,5,1,R,0,0, ,tha.mon,shrub,622541.6276,3849216.991,450,0,0.44
953,477,tha.mon, ,89,70,50,5,1,R,0,0, ,tha.mon,shrub,622544.85,3849217.3,457,0,0.445
971,494,tha.mon, ,36,34,22,5,1,R,0,0, ,tha.mon,shrub,622547.2,3849212.55,474,0,0.18
984,507,tha.mon, ,66,50,28,5,1,L,0,0, ,tha.mon,shrub,622550.4032,3849210.409,487,0,0.33
1009,533,tha.mon, ,60,46,30,5,1,L,0,0, ,tha.mon,shrub,622557.05,3849212.35,514,0,0.3
1010,534,tha.mon, ,35,27,26,5,1,L,0,0, ,tha.mon,shrub,622557.25,3849212.4,515,0,0.175
1054,13,tha.mon, ,98,33,26,4,8,R,0,0, ,tha.mon,shrub,622473.944,3849251.452,0,14,0.49
1061,20,tha.mon, ,40,49,33,4,8,R,0,0, ,tha.mon,shrub,622479.844,3849254.002,0,21,0.2
1079,38,tha.mon, ,68,52,38,4,8,R,0,0, ,tha.mon,shrub,622474.7448,3849250.263,0,39,0.34
1085,45,tha.mon, ,87,62,35,4,8,L,0,0, ,tha.mon,shrub,622483.344,3849248.202,0,46,0.435
1102,61,tha.mon, ,85,54,40,4,8,L,0,0, ,tha.mon,shrub,622485.794,3849251.852,0,62,0.425
